QuestionKey,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_TP10,Alpha_TP9,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,HSI_TP9_flag,HSI_TP10_flag,HSI_AF7_flag,HSI_AF8_flag,Student,fix_count,fix_mean_dur,fix_max_dur,fix_dur_var,fix_disp_mean,fix_disp_max,fix_x_var,fix_y_var,sac_count,sac_mean_dur,sac_amp_max,sac_vel_mean,sac_vel_max,sac_acc_mean,sac_dec_mean,sac_dir_var,fix_valid,sac_valid,fix_sac_count_ratio,fix_rate,sac_rate,Gaze X,Gaze Y,Interpolated Distance,Gaze Velocity,Gaze Acceleration,ET_GazeLeftx,ET_CameraLeftX,ET_CameraLeftY,ET_ValidityLeft,Difficulty,ResponseTime
1spl1,0.2494525598763241,-0.22523341378511982,0.0804509648863493,0.853477915721942,0.46109421877679696,0.7838297335813367,0.7966649655233291,1.1287450337799496,0.40515554205863813,-0.4153886473549811,-0.29121259988650694,1.372426709741488,-0.35982099624527114,-0.03193185428653058,0.15113622754398842,0.9979807407528275,-0.5970390387170703,2.604101981972385,0.0,0.0,0.0,0.0,1,1097.0,1358.8190456700102,3183.12745,1806570.3124698547,0.21142852005979773,0.499681494735168,85431.07447737984,46423.3091639581,117.0,49.605808119657105,19.5579913507853,239.87295389639192,585.19132567777,9445.301102578427,-10442.894695900104,9264.727090367518,1.0,1.0,9.376067574695078,0.0007359331643016591,0.020158929693572483,954.7952149229521,672.7124898621249,580.877434624566,22.721566265792966,-89.56695035282084,951.289156626506,0.5903397364309992,0.49018293425261256,0.04497991967871486,0.0,10.369815700003528
1spl2,1.0339875397055165,0.49965637388345086,0.6063565349979262,0.7600871544628784,0.6842381137536292,1.01563643794691,0.9222062973413522,1.231277774118623,0.5343535026296142,-0.3833406701368727,-0.10809148852140191,1.2641670944421401,-0.1709247097465738,-0.02704662447992275,0.15514038035306926,0.9968586767031314,-0.6194461425376205,2.5809806276287395,0.0,0.0,0.0,0.0,1,782.0,240.96389379795684,516.635500000004,8143.082559913524,0.18878110142503382,0.384708419075237,190848.79172671254,39531.62274314418,145.0,45.5273220689628,18.3485557131684,208.7566051975167,629.009008522685,8290.10355259179,-9288.011105470498,13785.739479735317,1.0,1.0,5.393103076337718,0.004149999338844557,0.021964832391644463,980.175,601.5675531914893,578.2452252002474,29.321714418799765,-176.7985499684876,969.7473684210527,0.5938524652154822,0.4910404209086769,0.05368421052631579,0.0,7.913991500012344
2Item1,1.1313120047254337,0.5255339062044797,0.9402010336900288,1.143917,1.0214414041112716,0.8720185,1.2210628733887283,1.0384738,0.6643003645736995,-0.20441383397254334,-0.14377646511105494,1.46385,-0.19852552832658957,-0.04398297436664559,0.15291260294831557,0.9974273505238439,-0.5755898580385771,2.560714435026136,0.0,0.0,0.0,0.0,1,427.0,318.08709906322923,724.897700000031,46542.154670168544,0.19436022880444367,0.27112129868242,149719.42912843978,65408.71535832893,90.0,49.80547555556405,18.065298198628,235.20493308206545,577.276584083597,9740.558182280769,-10452.6518052795,13882.843329770247,1.0,1.0,4.744443917284009,0.0031437930141504904,0.02007811363337907,866.8032629558542,659.4395393474089,578.5171055418517,34.18780088492329,-200.48799716626667,860.5951940850277,0.6005447640216285,0.48758341220522544,0.08687615526802218,0.0,4.509170100005576
2Item10,0.8334874640072977,0.7858215146594427,1.0280719314595312,0.7117001051172048,0.5803206743631137,0.6695403287527643,0.8838505893785935,1.140267866437417,0.5937070092171606,-0.20686102279256965,-0.018812221720123836,1.4621961960415746,-0.007819137919283502,-0.05651619264584946,0.16141177636761941,0.9957722423879091,-0.49042196834788604,2.6868951283741294,0.0,0.0,0.0,0.0,1,1474.0,430.8025884328411,999.89645,60106.12959858947,0.21891073289422558,0.337349292256284,262319.35373429913,29850.751012765908,224.0,49.863054017859085,19.8332327956619,215.8604698551716,475.422754436725,9120.365005183512,-9333.6590586642,13056.421685647776,1.0,1.0,6.580356849091212,0.0023212488198411665,0.020054928820575812,846.5335454019664,441.3666859456333,585.1381359905643,26.59145533092559,-43.25024480806653,839.6114864864865,0.5985019587584444,0.4836465157904066,0.07601351351351351,2.0,14.797885799998769
2Item2,0.9480785095187166,1.0641999052941176,1.3347926745454544,1.143917,0.8764680537219252,0.8720185,1.1648591311336898,1.0384738,0.47570903589304814,-0.31185985809625666,-0.14378840258171122,1.46385,-0.1439870383315508,-0.04384791736296791,0.15433578083221924,0.9975116586940174,-0.5715398941448028,2.5886703736004346,0.0,0.0,0.0,0.0,1,280.0,334.411204642856,799.956299999962,31908.731951460177,0.18652593369934314,0.264046438929358,129611.52144516494,62466.22790683817,68.0,53.367886764706135,16.3962674829829,284.82405793370384,457.936310939092,11733.227778470036,-12843.211221980951,11074.593547562452,1.0,1.0,4.1176464532872865,0.002990330425564482,0.018737860122761386,1031.3781163434903,635.2216066481994,578.7211685814686,39.91853273094991,73.37505144237579,1016.9699453551913,0.6019994300571295,0.48851468597279213,0.05737704918032787,0.0,3.0500425999925938
2Item3,1.0457552224653406,0.8911649830741412,1.2055992817359855,1.143917,0.9223366342977697,0.8720185,1.1690630034659433,1.0384738,0.6794573935925255,-0.21975920260397833,0.13728651526823388,1.4638500000000003,-0.18772061299939724,-0.0434522485071956,0.15308463365073086,0.9975168367262847,-0.6086363973496836,2.561628768212685,0.0,0.0,0.0,0.0,1,494.0,258.9479880566862,433.345949999988,12070.037506261402,0.20029210288906527,0.38414573872512,174881.28830221592,69106.3216208332,126.0,53.10969801585926,18.2180529905851,274.46803717801674,648.640038028138,10996.727093734804,-11438.23255442497,12735.381683558046,1.0,1.0,3.9206346094734434,0.003861779376725324,0.018828952825282973,1005.9952606635071,682.9139020537125,577.9672697287225,41.19760038127502,-254.15238659931308,979.0872894333844,0.6047161662377771,0.4888075160669878,0.06584992343032159,0.0,5.445206499993219
2Item4,1.206044444554824,0.8583321883595763,1.229558874878328,1.7222623295734325,0.9447352343859148,0.8257122440137418,1.1607407032092758,1.0515801443458346,0.6576663862181507,-0.17539749088405382,0.09847653814526196,1.3331257481820784,-0.15148921552622388,-0.04255018826715932,0.15137961120343366,0.9978610261818279,-0.5862261632640281,2.5862708693754697,0.0,0.0,0.0,0.0,1,1086.0,312.43661970534095,708.185649999999,27971.521964061656,0.21529503707132255,0.640798624633934,181116.51141477548,27319.03269706971,201.0,50.1852758706406,20.2883588591596,233.57987656431638,631.050094961401,9864.836863112834,-10225.833069625778,10969.482005628512,1.0,1.0,5.402984805821651,0.003200649145780761,0.01992616323533391,1073.4583651642474,520.0607333842628,578.0869371197077,30.659583743491456,-106.66307391379173,1054.7241630276565,0.6053979433259589,0.48884114236984355,0.07496360989810771,1.0,11.453220900002634
2Item5,1.0368130347982456,0.8295061121578947,1.129838321013158,0.8221630620855263,0.7322972477087719,0.9000257783596491,0.9752287409254387,1.1948464654824562,0.5500253595482456,-0.22752452332442982,-0.08180018584451755,1.372788853640351,-0.11936275818631578,-0.041595994380482455,0.1478399444044682,0.9979325679310581,-0.5949800056323671,2.5600651523523164,0.0004385964912280702,0.0004385964912280702,0.0004385964912280702,0.0004385964912280702,1,702.0,333.7395960113931,666.71179999999,35842.78719986352,0.23417661829553638,0.488605252148286,217443.10156311083,39583.74518917744,134.0,46.58580858208875,20.638349808939,233.8895151980547,569.191082970157,9404.795271599125,-9352.008052461664,12840.77829302596,1.0,1.0,5.238805579193613,0.0029963480866776727,0.02146576455007708,851.7242562929061,529.2379862700229,577.7631606182737,31.689907514585574,-210.43591414882698,836.2170022371365,0.60583467844882,0.4890452929724516,0.03691275167785235,1.0,7.448545399995055
2Item6,1.1142541486548767,0.6027553564769025,0.9740659584308682,1.1937181770069667,0.9403971393971061,0.9009860768140407,1.1234710032422295,0.9704849099839229,0.6300454925830654,-0.3176201371945338,-0.07151675808729904,1.3443720866291533,-0.1672837544614148,-0.0403080129674521,0.15050060930487172,0.9978783087203996,-0.5879510713926849,2.5815578186754755,0.0,0.0,0.0,0.0,1,1152.0,301.51820251735904,683.211699999985,27230.410270645025,0.2502500502783394,0.545524641918891,219779.74114268992,46610.31710660425,243.0,51.444784567903625,20.210722563222,256.0555531654011,714.376965055939,9998.551333744645,-10402.477139279898,15730.65969662371,1.0,1.0,4.740740545648537,0.0033165493546401677,0.019438316392989013,996.049546406141,573.970341939986,578.0424428382123,35.880074562104134,-120.8271584032599,969.857045609258,0.6041125884828639,0.4885809290684997,0.06807351940095303,1.0,12.24108750000596
2Item7,0.9745823668525823,0.8413312382881691,1.0391772951910798,1.1659961274779342,0.8132750061305164,0.8419397415774648,1.02297492157277,0.6278881653586854,0.5630627614,-0.28028547041751173,-0.04605990463804366,1.4329397177464789,-0.18781457403436488,-0.049358305595290496,0.15317628672425176,0.9971366832177964,-0.5671077101443295,2.5788524072494865,9.389671361502347e-05,9.389671361502347e-05,9.389671361502347e-05,9.389671361502347e-05,1,3429.0,458.77852356372085,1108.24644999998,75415.03989500139,0.25878963888489087,0.628201438546185,216536.41056423556,28242.54044989512,483.0,50.197758695653604,18.0505613167485,227.04080119550292,597.693377700425,8990.304153322912,-9031.027275955114,12289.723876412192,1.0,1.0,7.099378735002511,0.002179700985621117,0.019921208148963393,888.3737462387162,540.1760280842527,582.7711370730233,27.655986879057366,-116.462235860321,864.383476599809,0.6059953304365234,0.4900923756083764,0.09240687679083094,2.0,34.899006499996176
2Item8,0.8606820508620023,0.7774595320989562,1.0849680945574023,0.8193927995593351,0.7511971480440665,0.7783276345728642,1.1106589107653653,1.3222766246617703,0.5754169249826054,-0.3337930755276382,-0.1304911517377271,1.4459826708542713,-0.2185894312674913,-0.04978033949797062,0.1598867704659113,0.9964422661685833,-0.5930058523914645,2.6040558580915394,0.0,0.0,0.0,0.0,1,795.0,368.68906440251806,741.641300000018,34804.21564150755,0.2297122247018558,0.439928480949068,179084.06614662314,64037.35806204546,131.0,45.006207251903085,16.9150130031113,209.74771925117645,477.328564486111,9000.092948640802,-8960.938661114742,12447.033154173021,1.0,1.0,6.068701826816654,0.002712312613845601,0.022219157297721333,993.4795597484276,536.2091194968554,584.668058863226,28.62724947658344,-7.441986000663778,966.467583497053,0.6061886376271314,0.4887876565365051,0.11591355599214145,2.0,8.483289900003001
2Item9,0.7667659425807006,0.7390677590077266,0.9495534379223901,0.8829882259495193,0.6533290780391484,0.8357166889474589,0.935603661040522,1.0017798532417583,0.5833576038066621,-0.2760940171622596,-0.059222020915418956,1.3920259540178572,-0.16419173143284685,-0.0574187498826247,0.15602852747990534,0.9964869362967355,-0.5863785743713379,2.6198273438673754,0.0,0.010645604395604396,0.0,0.0,1,1813.0,345.9893990899038,925.056450000033,35647.29721308429,0.22808647324489215,0.513108024543025,234832.41575266514,12168.550128851983,304.0,45.13625970394692,21.9732251394712,227.87802169174785,964.839544080395,8398.013591262403,-10402.347932942512,12030.690265854502,1.0,1.0,5.96381559329554,0.002890261963558637,0.0221551365981654,964.0410058903489,507.3121884911645,584.2494699593092,30.491041003557022,-185.7588554568131,955.6145787865561,0.6047399654652759,0.4884363725059473,0.07551287647315583,2.0,19.09138410000014
2spl1,0.4401997629436326,-0.27161498027139874,-0.14103805765,1.3756825,0.4593330837526096,0.9079787,0.9010733732359082,0.961071,0.510706242473904,-0.4635459596868476,-0.4546855017066806,1.4740777,-0.3047598591901357,-0.04827068543882111,0.1586068617277205,0.9963881586190305,-0.6221748941377707,2.5742535999274203,0.0,0.35073068893528186,0.0,0.0,1,590.0,253.74127406780454,458.248499999987,11740.79585336031,0.2355225762799316,0.406779851402832,158271.23098599561,36367.37747500193,134.0,48.13206753730314,17.3494425658157,202.3841949095084,429.997136279481,8776.05223262828,-9069.597538051175,11359.91664927405,1.0,1.0,4.402984746045914,0.003941022222762166,0.02077616960199192,914.5226648351648,621.1847527472528,577.4971734350855,35.08241221024528,71.44696267161896,902.7773333333333,0.5958132940133412,0.4850171277920404,0.10666666666666667,0.0,6.252160399992135
2spl2,0.6862177561642764,0.40895504783398523,0.7186127232382877,1.6114071140895263,0.5975462284754455,0.7623553544024337,0.8213096970360713,0.7614576012777053,0.5426058260060843,-0.31125935976531943,-0.03793324549847892,1.1085369823554976,-0.14912922162307693,-0.04859244600683127,0.15530436622324534,0.9971099150590097,-0.5753794259374321,2.549873759880215,0.0,0.0,0.0,0.0,1,722.0,260.0362769390517,491.601549999963,9877.892843923975,0.2161795769799116,0.299916155035711,178765.5093362736,24415.119395682832,119.0,44.04537058824297,19.222292051053,241.93984888332932,592.391679704572,9012.853550463891,-10609.155772372193,16340.186548749089,1.0,1.0,6.067226380905346,0.0038456172797040958,0.02270386160308622,972.7103128621089,585.6147161066049,577.3948531521016,32.498104474451715,-209.85983214693923,971.9247787610619,0.5988121047879742,0.48630566571929806,0.10619469026548672,0.0,7.533956400002353
3Item10,1.2151710840764332,0.9378092808598727,1.3261606541401274,0.920417648566879,0.9090773005732484,0.7544168993630573,1.225594872611465,1.3472877735668791,0.6346150183121019,-0.2098266216878981,0.039588397022293,1.2341891251592356,-0.05466528373885351,-0.03210857415654857,0.15648481041003184,0.9960575954169985,-0.46927676838674365,2.6796970245944465,0.0,0.0,0.0,0.0,1,102.0,820.0747573529655,849.891500000027,17418.105698515534,0.5100516969311123,0.526758924406762,0.00031207361168538876,36.500639310759766,1.0,8.37085000006482,0.0,60.5478062102307,60.5478062102307,0.0,0.0,0.0,1.0,1.0,101.99898001019989,0.0012194010252287821,0.11946203854708555,915.4125,984.2285714285714,581.219179280599,11.195921748367109,-47.842862192466946,929.0,0.6081623588999112,0.4917968186239401,0.175,0.0,1.0
3Item11,0.9781542166646507,0.7842135747172665,1.1295386182370728,1.5298953609736923,0.8334127744481403,0.5260311301451467,1.083047693970366,1.1242103888962807,0.6330593638766254,-0.28567482615845174,-0.05960054334818869,1.260596665134563,-0.15126112580314482,-0.03659337230921152,0.1576589579159737,0.9960662315790841,-0.5751014065807378,2.579398811278042,0.0,0.0,0.0,0.0,1,1068.0,349.8906719100955,608.304349999875,20633.459789564262,0.22868827084117724,0.550666568900829,162315.32865309285,22194.134340618893,170.0,44.00930117649123,16.2085768559824,188.2072567679433,411.360769387911,8017.589575341895,-8713.631994061316,10374.47416748527,1.0,1.0,6.282352571626319,0.002858035610135356,0.022722469385575282,732.3053797468355,502.95925632911394,578.5674772383293,25.900140091365806,-34.36213475100847,709.5515384615385,0.606838748730146,0.4882034058525012,0.08,1.0,10.830572899998517
3Item12,1.273330330835371,0.9086520298329258,1.1933493672493887,1.2215677999185002,0.8736984989527303,1.0937792165240423,1.0972845712591688,1.2643809407497961,0.6114434180277099,-0.20392850885330074,-0.06802470332347188,1.2998131661369192,-0.16597112333537084,-0.045041184553598713,0.15744073272431489,0.9968790739847571,-0.5940496542634475,2.5940680095793858,0.0,0.0,0.0,0.0,1,785.0,325.89189159235497,583.112700000056,20986.774764412097,0.21636482144615635,0.286681220310066,184574.85299868917,14225.009316040543,147.0,54.88251734691748,18.0449059744102,256.6668123971715,487.060441662827,9438.351713545237,-10769.26774980437,12624.36296356215,1.0,1.0,5.340135691147232,0.003068502241877716,0.01822073853572352,920.3446088794926,487.4688160676533,578.7186040253266,34.575253246324976,-52.19544881608189,902.0873180873181,0.6013874742444488,0.4859713077421247,0.056133056133056136,1.0,8.014905899995938
